district,city,latitude,longitude,updated_time,price,land_area_sqm,building_area_sqm,jumlah lantai,kamar tidur,kamar mandi,carpots,garasi,sertifikat,daya listrik,interior,tahun dibangun
Tangerang,Tangerang,-6.1701796,106.6403236,10/03/2024,Rp 950.000.005,72 m²,67 m²,N/A,3,2,1,N/A,SHM,1300 Watt,Unfurnished,2023
Balaraja,Tangerang,-6.1855533,106.4546757,10/03/2024,Rp 950.000.000,71 m²,67 m²,2,3,2,1,N/A,SHM,1300 Watt,Unfurnished,2023
Sindang Jaya,Tangerang,-6.1937544,106.4992594,10/03/2024,Rp 820.000.000,66 m²,79 m²,2,3,2,N/A,N/A,SHM,2200 Watt,Unfurnished,2023
Benda,Tangerang,-6.1381805,106.6721132,10/03/2024,Rp 1.850.000.000,90 m²,120 m²,2,3,3,N/A,N/A,SHM,5500 Watt,Full Furnished,2023
Tangerang,Tangerang,-6.1701796,106.6403236,03/03/2024,Rp 950.000.002,72 m²,67 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Cisauk,Tangerang,-6.3408595,106.6369178,03/03/2024,Rp 185.000.000,60 m²,30 m²,1,2,1,1,1,HGB,1300 Watt,Unfurnished,2024
Tangerang,Tangerang,-6.1701796,106.6403236,03/03/2024,Rp 17.916.000.000,276 m²,441 m²,3,4,4,2,2,SHM,11000 Watt,Semi Furnished,N/A
Tangerang,Tangerang,-6.1701796,106.6403236,03/03/2024,Rp 17.916.000.000,276 m²,4461 m²,3,4,4,2,2,SHM,11000 Watt,Semi Furnished,N/A
Sindang Jaya,Tangerang,-6.1937544,106.4992594,03/03/2024,Rp 820.000.000,66 m²,79 m²,2,3,2,N/A,N/A,SHM,2200 Watt,Unfurnished,2023
Benda,Tangerang,-6.1381805,106.6721132,03/03/2024,Rp 1.850.000.000,90 m²,120 m²,2,3,3,N/A,N/A,SHM,5500 Watt,Full Furnished,2023
Benda,Tangerang,-6.1381805,106.6721132,03/03/2024,Rp 2.300.000.000,90 m²,150 m²,3,10,6,N/A,N/A,SHM,2200 Watt,Unfurnished,2023
Tangerang,Tangerang,-6.1701796,106.6403236,03/03/2024,Rp 950.000.005,72 m²,67 m²,N/A,3,2,1,N/A,SHM,1300 Watt,Unfurnished,2023
Tangerang,Tangerang,-6.1701796,106.6403236,03/03/2024,Rp 950.000.002,72 m²,67 m²,1,3,2,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Tangerang,Tangerang,-6.1701796,106.6403236,03/03/2024,Rp 12.500.000.000,325 m²,500 m²,2,4,3,N/A,N/A,PPJB,6600 Watt,Unfurnished,2021
Pasarkemis,Tangerang,-6.1565324,106.5688182,02/03/2024,Rp 350.000.000,72 m²,72 m²,1,3,1,N/A,1,SHM,1300 Watt,Unfurnished,2024
Tangerang,Tangerang,-6.1701796,106.6403236,02/03/2024,Rp 1.300.000.000,118 m²,101 m²,3,3,3,1,N/A,SHM,N/A,Unfurnished,N/A
Tangerang,Tangerang,-6.1701796,106.6403236,02/03/2024,Rp 1.200.000.000,118 m²,101 m²,3,3,3,1,N/A,SHM,N/A,Unfurnished,N/A
Tangerang,Tangerang,-6.1701796,106.6403236,02/03/2024,Rp 1.100.000.000,60 m²,120 m²,2,3,2,1,N/A,N/A,N/A,Unfurnished,N/A
Tangerang,Tangerang,-6.1701796,106.6403236,02/03/2024,Rp 741.000.000,60 m²,120 m²,2,3,2,1,N/A,SHM,N/A,Unfurnished,N/A
Tangerang,Tangerang,-6.1701796,106.6403236,02/03/2024,Rp 820.000.000,60 m²,12 m²,2,3,2,1,N/A,N/A,N/A,Unfurnished,N/A
Tangerang,Tangerang,-6.1701796,106.6403236,02/03/2024,Rp 740.000.000,60 m²,120 m²,2,3,2,1,N/A,SHM,N/A,Unfurnished,N/A
Tangerang,Tangerang,-6.1701796,106.6403236,02/03/2024,Rp 963.000.000,60 m²,120 m²,2,3,2,1,N/A,SHM,N/A,Unfurnished,N/A
Tangerang,Tangerang,-6.1701796,106.6403236,02/03/2024,Rp 820.000.000,60 m²,120 m²,2,N/A,N/A,1,N/A,SHM,N/A,Unfurnished,N/A
Tangerang,Tangerang,-6.1701796,106.6403236,02/03/2024,Rp 1.400.000.000,118 m²,101 m²,3,3,3,1,N/A,SHM,N/A,Unfurnished,N/A
Tangerang,Tangerang,-6.1701796,106.6403236,02/03/2024,Rp 1.500.000.000,118 m²,101 m²,3,3,3,1,N/A,SHM,N/A,Unfurnished,N/A
Cikupa,Tangerang,-6.2181325,106.4970097,25/02/2024,Rp 2.000.000.000,180 m²,360 m²,2,3,3,N/A,N/A,SHM,4500 Watt,Full Furnished,2021
Pasarkemis,Tangerang,-6.1565324,106.5688182,25/02/2024,Rp 750.000.000,90 m²,90 m²,1,2,1,N/A,N/A,SHM,2200 Watt,Unfurnished,2021
Cikupa,Tangerang,-6.2181325,106.4970097,25/02/2024,Rp 1.680.000.000,136 m²,93 m²,1,2,1,N/A,N/A,SHM,2200 Watt,Unfurnished,2023
Cikupa,Tangerang,-6.2181325,106.4970097,25/02/2024,Rp 1.190.000.000,120 m²,130 m²,2,4,2,N/A,N/A,SHM,2200 Watt,Full Furnished,2023
Kelapa Dua,Tangerang,-6.243365,106.6288533,25/02/2024,Rp 900.000.000,40 m²,49 m²,2,2,2,N/A,N/A,PPJB,2200 Watt,Unfurnished,2023
Kelapa Dua,Tangerang,-6.243365,106.6288533,25/02/2024,Rp 990.000.000,32 m²,40 m²,2,3,2,N/A,N/A,PPJB,2200 Watt,Full Furnished,2023
Kelapa Dua,Tangerang,-6.243365,106.6288533,25/02/2024,Rp 1.490.000.000,48 m²,60 m²,2,5,2,N/A,N/A,SHM,2200 Watt,Full Furnished,2023
Legok,Tangerang,-6.2836822,106.590819,25/02/2024,Rp 369.000.000,39 m²,27 m²,1,1,1,1,N/A,HGB,2200 Watt,Unfurnished,2024
Cipondoh,Tangerang,-6.1866281,106.6825964,25/02/2024,Rp 1.900.000.000,66 m²,86 m²,2,2,2,N/A,N/A,SHM,4400 Watt,Unfurnished,2018
Tangerang,Tangerang,-6.1701796,106.6403236,25/02/2024,Rp 1.050.000.000,72 m²,45 m²,1,N/A,N/A,N/A,1,Lain-lain,N/A,N/A,N/A
Legok,Tangerang,-6.2836822,106.590819,25/02/2024,Rp 950.000.002,72 m²,67 m²,1,3,2,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Tangerang,Tangerang,-6.3270862,106.5556574,25/02/2024,Rp 950.000.000,72 m²,67 m²,2,3,2,1,N/A,SHM,1300 Watt,Unfurnished,2023
Pagedangan,Tangerang,-6.247506100000001,106.5939408,24/02/2024,Rp 1.200.000.000,72 m²,60 m²,1,2,2,N/A,N/A,SHM,4400 Watt,Full Furnished,N/A
Pagedangan,Tangerang,-6.2649851,106.6152578,24/02/2024,Rp 2.350.000.000,126 m²,109 m²,2,2,2,N/A,N/A,PPJB,3500 Watt,N/A,N/A
Tangerang,Tangerang,-6.2251328,106.6640631,21/02/2024,Rp 3.800.000.000,200 m²,180 m²,2,3,2,2,N/A,SHM,N/A,N/A,N/A
Periuk,Tangerang,-6.169601399999999,106.6008985,21/02/2024,Rp 260.000.000,140 m²,130 m²,1,3,2,N/A,N/A,Lain-lain,1300 Watt,Unfurnished,1990
Karawaci,Tangerang,-6.1855302,106.6131874,21/02/2024,Rp 350.000.000,60 m²,40 m²,1,2,1,N/A,N/A,HGB,1300 Watt,Unfurnished,1993
Kelapa Dua,Tangerang,-6.24308,106.61655,21/02/2024,Rp 4.200.000.000,193 m²,120 m²,2,4,4,4,N/A,SHM,N/A,Unfurnished,N/A
Tangerang,Tangerang,-6.1701796,106.6403236,21/02/2024,Rp 950.000.005,72 m²,67 m²,N/A,3,2,1,N/A,SHM,1300 Watt,Unfurnished,2023
Tangerang,Tangerang,-6.1701796,106.6403236,21/02/2024,Rp 950.000.002,72 m²,67 m²,2,3,2,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Cikupa,Tangerang,-6.2181325,106.4970097,21/02/2024,Rp 495.000.000,60 m²,60 m²,1,2,1,1,1,N/A,1300 Watt,Unfurnished,2024
Cikupa,Tangerang,-6.2181325,106.4970097,21/02/2024,Rp 314.000.000,60 m²,30 m²,1,2,1,1,1,HGB,1300 Watt,Unfurnished,2024
Tangerang,Tangerang,-6.20531,106.65323,21/02/2024,Rp 1.400.000.000,108 m²,110 m²,2,3,1,N/A,1,SHM,2200 Watt,Semi Furnished,2000
Tangerang,Tangerang,-6.1878658,106.6505218,21/02/2024,Rp 4.950.000.000,350 m²,370 m²,2,3,3,N/A,2,SHM,4400 Watt,Semi Furnished,2016
Tangerang,Tangerang,-6.2251328,106.6640631,21/02/2024,Rp 1.625.000.000,90 m²,120 m²,2,2,1,1,N/A,SHM,N/A,N/A,N/A
Tangerang,Tangerang,-6.2251328,106.6640631,21/02/2024,Rp 4.900.000.000,227 m²,161 m²,2,3,2,N/A,N/A,SHM,N/A,Semi Furnished,N/A
Tangerang,Tangerang,-6.1701796,106.6403236,21/02/2024,Rp 1.900.000.000,66 m²,66 m²,3,5,3,N/A,N/A,SHM,2200 Watt,N/A,N/A
Karawaci,Tangerang,-6.1855302,106.6131874,21/02/2024,Rp 5.800.000.000,313 m²,350 m²,2,5,4,2,2,SHM,7700 Watt,Semi Furnished,2015
Curug,Tangerang,-6.2540795,106.5609134,21/02/2024,Rp 900.000.000,72 m²,72 m²,1,2,1,1,N/A,SHM,3300 Watt,Unfurnished,N/A
Kelapa Dua,Tangerang,-6.2450323,106.6127606,21/02/2024,Rp 990.000.000,48 m²,57 m²,2,2,2,1,N/A,PPJB,2200 Watt,Unfurnished,2017
Pagedangan,Tangerang,-6.2649851,106.6152578,04/03/2024,Rp 2.700.000.000,86 m²,63 m²,2,2,2,1,N/A,SHM,2197 Watt,Full Furnished,N/A
Tangerang,Tangerang,-6.1701796,106.6403236,21/02/2024,Rp 950.000.005,72 m²,67 m²,N/A,3,2,1,N/A,SHM,1300 Watt,Unfurnished,2023
Tangerang,Tangerang,-6.1701796,106.6403236,21/02/2024,Rp 950.000.002,72 m²,67 m²,2,3,2,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Tangerang,Tangerang,-6.1701796,106.6403236,29/02/2024,Rp 370.000,79 m²,19 m²,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pagedangan,Tangerang,-6.2500238,106.6229334,21/02/2024,Rp 3.500.000.000,200 m²,250 m²,2,4,3,1,N/A,PPJB,N/A,N/A,N/A
Sindang Jaya,Tangerang,-6.1937544,106.4992594,21/02/2024,Rp 1.800.000.000,72 m²,125 m²,2,4,3,2,2,SHM,2200 Watt,Unfurnished,N/A
Tigaraksa,Tangerang,-6.263344,106.4668032,21/02/2024,Rp 265.000.000,60 m²,55 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2024
Cisauk,Tangerang,-6.2498535,106.626054,29/02/2024,Rp 393.300.000,35 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Pagedangan,Tangerang,-6.2989555,106.613862,21/02/2024,Rp 575.000.000,125 m²,78 m²,1,2,1,N/A,N/A,N/A,N/A,Unfurnished,N/A
Kelapa Dua,Tangerang,-6.243365,106.6288533,21/02/2024,Rp 700.000.000,65 m²,90 m²,1,3,2,1,N/A,SHM,2200 Watt,Unfurnished,N/A
Kelapa Dua,Tangerang,-6.258133099999999,106.629361,21/02/2024,Rp 2.000.000.000,80 m²,120 m²,3,3,2,1,N/A,PPJB,2200 Watt,Unfurnished,N/A
Pagedangan,Tangerang,-6.266416899999999,106.6223087,29/02/2024,Rp 1.100.000.000,40 m²,60 m²,2,2,2,1,1,PPJB,2200 Watt,Semi Furnished,2017
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cipondoh,Tangerang,-6.1866281,106.6825964,29/02/2024,Rp 2.400.000.000,90 m²,125 m²,2,3,2,1,N/A,SHM,4400 Watt,Unfurnished,2011
Tangerang,Tangerang,-6.1701796,106.6403236,21/02/2024,Rp 950.000.005,72 m²,67 m²,N/A,3,2,1,N/A,SHM,1300 Watt,Unfurnished,2023
Sepatan,Tangerang,-6.1188248,106.5756671,21/02/2024,Rp 650.000.000,60 m²,55 m²,2,3,2,2,N/A,SHM,2200 Watt,Unfurnished,N/A
Kelapa Dua,Tangerang,-6.2434696,106.6201966,21/02/2024,Rp 2.900.000.000,136 m²,100 m²,2,4,3,2,N/A,SHM,2200 Watt,Semi Furnished,N/A
Kelapa Dua,Tangerang,-6.2498535,106.626054,21/02/2024,Rp 3.900.000.000,162 m²,152 m²,2,3,2,1,1,SHM,3499 Watt,Full Furnished,N/A
Kelapa Dua,Tangerang,-6.2680263,106.6407564,21/02/2024,Rp 3.300.000.000,126 m²,130 m²,2,4,3,1,N/A,PPJB,2197 Watt,Semi Furnished,N/A
Tangerang,Tangerang,-6.1701796,106.6403236,29/02/2024,Rp 825.000.000,72 m²,42 m²,N/A,1,2,1,N/A,Lain-lain,N/A,Unfurnished,N/A
Tangerang,Tangerang,-6.2251328,106.6640631,29/02/2024,Rp 6.500.000.000,412 m²,200 m²,2,3,2,N/A,N/A,SHM,4397 Watt,Semi Furnished,N/A
Cisauk,Tangerang,-6.2392967,106.7367328,21/02/2024,Rp 700.000.000,50 m²,30 m²,2,2,2,2,N/A,SHM,2200 Watt,Unfurnished,2024
Tangerang,Tangerang,-6.1701796,106.6403236,21/02/2024,Rp 1.380.000.000,48 m²,63 m²,2,2,2,1,N/A,SHM,2200 Watt,Unfurnished,2023
Curug,Tangerang,-6.2540795,106.5609134,29/02/2024,Rp 625.000.000,96 m²,47 m²,1,2,1,1,N/A,SHM,1300 Watt,Semi Furnished,2011
Ciledug,Tangerang,-6.241727099999999,106.7023326,29/02/2024,Rp 430.000.000,45 m²,45 m²,1,2,1,N/A,N/A,SHM,1300 Watt,Semi Furnished,2024
Rajeg,Tangerang,-6.114768,106.5181161,29/02/2024,Rp 750.000.000,96 m²,96 m²,1,2,1,N/A,1,SHM,1300 Watt,Unfurnished,2020
Tangerang,Tangerang,-6.3270862,106.5556574,21/02/2024,Rp 950.000.002,72 m²,67 m²,1,3,2,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Sindang Jaya,Tangerang,-6.2347753,106.5201084,29/02/2024,Rp 1.850.000.000,94 m²,150 m²,2,3,2,1,1,SHM,2200 Watt,Semi Furnished,2019
Tangerang,Tangerang,-6.3270862,106.5556574,21/02/2024,Rp 950.000.002,72 m²,67 m²,2,3,2,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Pagedangan,Tangerang,-6.291077599999999,106.6529525,29/02/2024,Rp 30.566.700.000,390 m²,621 m²,3,5,5,2,2,HGB,16500 Watt,Unfurnished,2024
Pagedangan,Tangerang,-6.291077599999999,106.6529525,29/02/2024,Rp 24.375.000.000,383 m²,544 m²,3,5,5,2,2,HGB,16500 Watt,Unfurnished,2024
Pagedangan,Tangerang,-6.291077599999999,106.6529525,29/02/2024,Rp 18.776.000.000,300 m²,463 m²,3,5,5,2,2,HGB,16500 Watt,Unfurnished,2024
Pagedangan,Tangerang,-6.291077599999999,106.6529525,29/02/2024,Rp 24.161.000.000,390 m²,544 m²,3,5,5,2,2,HGB,16500 Watt,Unfurnished,2024
Pagedangan,Tangerang,-6.291077599999999,106.6529525,21/02/2024,Rp 30.556.000.000,390 m²,621 m²,3,5,5,2,2,HGB,16500 Watt,Unfurnished,2024
Sepatan,Tangerang,-6.1188248,106.5756671,29/02/2024,Rp 417.330.000,60 m²,36 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2024
Cikupa,Tangerang,-6.2181325,106.4970097,29/02/2024,Rp 850.000.000,276 m²,150 m²,1,4,3,N/A,1,AJB,950 Watt,Unfurnished,2000
Cisauk,Tangerang,-6.3145905,106.6518824,29/02/2024,Rp 490.000.000,120 m²,98 m²,1,3,2,1,1,SHM,1299 Watt,Semi Furnished,2022
Cisauk,Tangerang,-6.360460199999999,106.6300093,29/02/2024,Rp 1.039.300.000,72 m²,72 m²,2,2,2,1,1,SHM,2200 Watt,Semi Furnished,2023
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cipondoh,Tangerang,-6.191921100000001,106.7126835,21/02/2024,Rp 1.750.000.000,66 m²,67 m²,N/A,3,2,1,N/A,SHM,2200 Watt,Unfurnished,2020
Cipondoh,Tangerang,-6.191921100000001,106.7126835,21/02/2024,Rp 1.300.000.000,50 m²,53 m²,2,3,2,1,N/A,PPJB,2200 Watt,Unfurnished,2020
Curug,Tangerang,-6.2368549,106.5819194,21/02/2024,Rp 1.075.000.000,72 m²,83 m²,2,3,2,1,N/A,SHM,2200 Watt,Semi Furnished,2022
Pinang,Tangerang,-6.2061438,106.6533865,21/02/2024,Rp 1.350.000.000,90 m²,99 m²,1,2,2,1,N/A,SHM,2200 Watt,Unfurnished,2022
Pinang,Tangerang,-6.222638799999999,106.6920099,21/02/2024,Rp 1.000.000.000,120 m²,60 m²,1,2,2,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Pinang,Tangerang,-6.222638799999999,106.6920099,21/02/2024,Rp 1.000.000.000,120 m²,60 m²,1,2,2,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Cikupa,Tangerang,-6.2181325,106.4970097,29/02/2024,Rp 1.300.000.000,90 m²,120 m²,2,4,2,1,N/A,SHM,N/A,Unfurnished,N/A
Tangerang,Tangerang,-6.1723257,106.6822392,01/03/2024,Rp 1.850.000.000,78 m²,100 m²,2,3,2,1,N/A,SHM,3499 Watt,Unfurnished,2011
Curug,Tangerang,-6.2540795,106.5609134,21/02/2024,Rp 980.000.000,72 m²,83 m²,2,4,2,1,N/A,SHM,2200 Watt,Unfurnished,N/A
Curug,Tangerang,-6.2540795,106.5609134,21/02/2024,Rp 980.000.000,72 m²,83 m²,2,3,2,1,N/A,SHM,2200 Watt,Unfurnished,N/A
Karawaci,Tangerang,-6.1855302,106.6131874,01/03/2024,Rp 1.200.000.000,184 m²,175 m²,1,4,2,1,N/A,SHM,2200 Watt,Unfurnished,2000
Cipondoh,Tangerang,-6.1866281,106.6825964,29/02/2024,Rp 1.585.000.000,60 m²,87 m²,2,2,2,N/A,N/A,SHM,2200 Watt,Unfurnished,2023
Cipondoh,Tangerang,-6.1866281,106.6825964,29/02/2024,Rp 2.850.000.000,279 m²,350 m²,3,4,3,N/A,N/A,SHM,3500 Watt,Unfurnished,2023
Tangerang,Tangerang,-6.1701796,106.6403236,29/02/2024,Rp 1.230.000.000,45 m²,62 m²,2,2,2,N/A,N/A,PPJB,4400 Watt,Unfurnished,2023
Pasarkemis,Tangerang,-6.1565324,106.5688182,01/03/2024,Rp 380.000.000,60 m²,36 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Ciledug,Tangerang,-6.241727099999999,106.7023326,29/02/2024,Rp 1.500.000.000,180 m²,60 m²,1,3,2,1,1,SHM,2200 Watt,Unfurnished,2020
Larangan,Tangerang,-6.232183699999999,106.7302964,29/02/2024,Rp 3.500.000.000,280 m²,450 m²,2,5,4,3,2,SHM,3500 Watt,Semi Furnished,2020
Tangerang,Tangerang,-6.2409034,106.6288212,01/03/2024,Rp 600.000.000,62 m²,45 m²,2,3,2,1,1,SHM,1300 Watt,Unfurnished,2023
Pinang,Tangerang,-6.222638799999999,106.6920099,29/02/2024,Rp 880.000.000,75 m²,100 m²,2,3,2,1,1,SHM,2200 Watt,Unfurnished,2020
Larangan,Tangerang,-6.232183699999999,106.7302964,29/02/2024,Rp 2.800.000.000,240 m²,315 m²,2,5,4,2,1,SHM,2200 Watt,Unfurnished,2020
Jambe,Tangerang,-6.312512099999999,106.4802735,29/02/2024,Rp 280.000.000,60 m²,30 m²,1,2,1,1,1,SHM,1300 Watt,Unfurnished,2022
Legok,Tangerang,-6.2836822,106.590819,29/02/2024,Rp 345.000.000,60 m²,30 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2019
Ciledug,Tangerang,-6.241727099999999,106.7023326,29/02/2024,Rp 1.250.000.000,103 m²,97 m²,2,3,2,1,1,SHM,2200 Watt,Unfurnished,2019
Larangan,Tangerang,-6.232183699999999,106.7302964,21/02/2024,Rp 1.850.000.000,88 m²,120 m²,1,3,3,1,N/A,SHM,2200 Watt,Unfurnished,N/A
Cipondoh,Tangerang,-6.1866281,106.6825964,01/03/2024,Rp 850.000.000,72 m²,55 m²,1,2,1,1,N/A,SHM,1300 Watt,Semi Furnished,N/A
Karang Tengah,Tangerang,-6.2028876,106.7150361,29/02/2024,Rp 3.500.000.000,257 m²,370 m²,2,5,4,7,N/A,SHM,6600 Watt,Semi Furnished,2017
Tangerang,Tangerang,-6.1701796,106.6403236,29/02/2024,Rp 1.700.000.000,45 m²,55 m²,2,3,2,N/A,N/A,PPJB,4400 Watt,Full Furnished,2022
Tangerang,Tangerang,-6.1701796,106.6403236,29/02/2024,Rp 1.700.000.000,45 m²,55 m²,2,3,2,N/A,N/A,PPJB,4400 Watt,Full Furnished,2022
Tangerang,Banten,-6.1701796,106.6403236,21/02/2024,Rp 600.000.000,72 m²,50 m²,1,2,1,1,N/A,SHM,1300 Watt,N/A,2019
Tangerang,Tangerang,-6.3270862,106.5556574,21/02/2024,Rp 950.000.002,72 m²,67 m²,1,3,2,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Sepatan,Tangerang,-6.1188248,106.5756671,29/02/2024,Rp 650.000.000,60 m²,55 m²,2,3,2,2,2,SHM,2200 Watt,Semi Furnished,2023
Tangerang,Tangerang,-6.1701796,106.6403236,01/03/2024,Rp 3.400.000.000,90 m²,144 m²,2,3,3,N/A,N/A,PPJB,4400 Watt,Full Furnished,2019
Cipondoh,Tangerang,-6.1866281,106.6825964,29/02/2024,Rp 4.750.000.000,180 m²,250 m²,2,5,3,N/A,N/A,SHM,5500 Watt,Full Furnished,2022
Kelapa Dua,Tangerang,-6.2500238,106.6229334,21/02/2024,Rp 7.500.000.000,386 m²,390 m²,2,4,4,3,2,SHM,N/A,Unfurnished,N/A
Pasarkemis,Tangerang,-6.1565324,106.5688182,21/02/2024,Rp 1.100.000.000,102 m²,63 m²,2,3,2,1,N/A,SHM,2200 Watt,Unfurnished,N/A
Ciledug,Tangerang,-6.241727099999999,106.7023326,01/03/2024,Rp 2.100.000.000,192 m²,180 m²,2,3,2,1,1,SHM,2199 Watt,Semi Furnished,2018
Rajeg,Tangerang,-6.114768,106.5181161,01/03/2024,Rp 242.000.000,60 m²,21 m²,N/A,1,1,1,N/A,SHM,900 Watt,Unfurnished,2018
Sepatan,Tangerang,-6.1188248,106.5756671,01/03/2024,Rp 190.000.000,60 m²,40 m²,1,2,1,1,N/A,HGB,1300 Watt,Unfurnished,2014
Balaraja,Tangerang,-6.1855533,106.4546757,01/03/2024,Rp 185.000.000,60 m²,30 m²,1,2,1,1,1,HGB,1300 Watt,Semi Furnished,2023
Rajeg,Tangerang,-6.114768,106.5181161,01/03/2024,Rp 185.000.000,60 m²,30 m²,1,2,1,1,1,SHM,1300 Watt,Semi Furnished,2023
Jambe,Tangerang,-6.312512099999999,106.4802735,01/03/2024,Rp 381.000.000,72 m²,37 m²,1,2,1,1,1,HGB,N/A,Unfurnished,N/A
Jambe,Tangerang,-6.312512099999999,106.4802735,01/03/2024,Rp 381.000.000,72 m²,37 m²,1,2,1,1,1,SHM,N/A,Unfurnished,N/A
Tangerang,Tangerang,-6.3270862,106.5556574,21/02/2024,Rp 950.000.002,72 m²,67 m²,2,3,2,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Tangerang,Tangerang,-6.1701796,106.6403236,01/03/2024,Rp 1.900.000.000,194 m²,194 m²,1,3,2,N/A,2,SHM,3500 Watt,Semi Furnished,2003
Teluknaga,Tangerang,-6.068382,106.6467531,01/03/2024,Rp 585.000.000,38 m²,72 m²,1,2,1,1,1,HGB,N/A,Unfurnished,2018
Solear,Tangerang,-6.3257777,106.4229027,01/03/2024,Rp 185.000.000,30 m²,60 m²,N/A,2,1,N/A,N/A,HGB,1300 Watt,N/A,2018
Kelapa Dua,Tangerang,-6.2498535,106.626054,01/03/2024,Rp 350.000.000,90 m²,77 m²,N/A,2,1,N/A,N/A,SHM,N/A,Unfurnished,N/A
Pinang,Tangerang,-6.222638799999999,106.6920099,21/02/2024,Rp 1.000.000.000,120 m²,60 m²,1,2,2,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Pinang,Tangerang,-6.222638799999999,106.6920099,21/02/2024,Rp 1.000.000.000,120 m²,60 m²,1,2,2,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Panongan,Tangerang,-6.260340299999999,106.5235921,21/02/2024,Rp 550.000.000,72 m²,132 m²,2,3,2,1,N/A,HGB,2200 Watt,Unfurnished,N/A
Kelapa Dua,Tangerang,-6.3270862,106.5556574,29/02/2024,Rp 950.000.009,72 m²,67 m²,1,3,2,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Ciledug,Tangerang,-6.241727099999999,106.7023326,01/03/2024,Rp 1.000.000.000,51 m²,58 m²,2,3,3,1,1,SHM,2200 Watt,Unfurnished,N/A
Ciledug,Tangerang,-6.241727099999999,106.7023326,01/03/2024,Rp 1.000.000.000,51 m²,58 m²,2,3,3,1,1,SHM,2200 Watt,Unfurnished,N/A
Cisauk,Tangerang,-6.3147579,106.6476114,26/04/2024,Rp 2.150.000.000,112 m²,100 m²,N/A,3,2,2,N/A,SHM,2200 Watt,N/A,N/A
Pagedangan,Tangerang,-6.2649851,106.6152578,25/05/2024,Rp 2.300.000.000,84 m²,87 m²,2,3,2,N/A,1,SHM,4400 Watt,Unfurnished,2000
Cikupa,Tangerang,-6.2181325,106.4970097,18/05/2024,Rp 1.844.000.000,72 m²,165 m²,3,4,3,1,N/A,SHM,2200 Watt,Unfurnished,N/A
Cikupa,Tangerang,-6.2181325,106.4970097,18/05/2024,Rp 1.844.000.000,72 m²,165 m²,3,4,3,1,N/A,SHM,2200 Watt,Unfurnished,N/A
Cikupa,Tangerang,-6.2181325,106.4970097,18/05/2024,Rp 1.844.000.000,72 m²,165 m²,3,4,3,1,N/A,SHM,2200 Watt,Unfurnished,N/A
Sindang Jaya,Tangerang,-6.1937544,106.4992594,21/05/2024,Rp 1.900.000.000,200 m²,170 m²,2,3,3,1,1,PPJB,2200 Watt,Unfurnished,N/A
Kelapa Dua,Tangerang,-6.2324756,106.6261506,02/06/2024,Rp 8.000.000.000,300 m²,240 m²,1,6,3,N/A,1,SHM,N/A,Unfurnished,N/A
Cikupa,Tangerang,-6.2181325,106.4970097,13/05/2024,Rp 1.246.000.000,77 m²,93 m²,2,4,3,1,N/A,SHM,2200 Watt,Unfurnished,N/A
Cikupa,Tangerang,-6.2181325,106.4970097,13/05/2024,Rp 1.246.000.000,77 m²,93 m²,2,4,3,2,N/A,SHM,2200 Watt,Unfurnished,N/A
Cikupa,Tangerang,-6.2181325,106.4970097,13/05/2024,Rp 1.246.000.000,77 m²,93 m²,2,4,3,1,N/A,SHM,2200 Watt,Unfurnished,N/A
Jambe,Tangerang,-6.312512099999999,106.4802735,22/05/2024,Rp 725.000.000,121 m²,150 m²,2,N/A,N/A,1,N/A,SHM,900 Watt,Unfurnished,N/A
Jambe,Tangerang,-6.312512099999999,106.4802735,17/05/2024,Rp 725.000.000,82 m²,60 m²,2,2,2,1,N/A,SHM,900 Watt,Unfurnished,2020
Kelapa Dua,Tangerang,-6.243365,106.6288533,22/05/2024,Rp 2.300.000.000,105 m²,120 m²,2,3,3,2,N/A,PPJB,N/A,Full Furnished,N/A
