district,city,latitude,longitude,updated_time,price,land_area_sqm,building_area_sqm,jumlah lantai,kamar tidur,kamar mandi,carpots,garasi,sertifikat,daya listrik,interior,tahun dibangun
Taman Harapan Baru,Medan Satria,-6.1730925,106.9931081,21/02/2024,Rp 950.000.000,100 m²,72 m²,1,3,2,1,N/A,SHM,1300 Watt,Unfurnished,2023
Taman Harapan Baru,Medan Satria,-6.1730925,106.9931081,21/02/2024,Rp 500.000.000,60 m²,50 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2018
Pondok Ungu Permai,Bekasi Utara,-6.1800099,107.0054386,21/02/2024,Rp 475.000.000,60 m²,50 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Taman Harapan Baru,Medan Satria,-6.1730925,106.9931081,21/02/2024,Rp 950.000.000,100 m²,72 m²,1,3,2,1,N/A,SHM,1300 Watt,Unfurnished,2023
harapan indah,Medan Satria,-6.1817524,106.9736839,21/02/2024,Rp 695.000.000,65 m²,50 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Taman Harapan Baru,Medan Satria,-6.1730925,106.9931081,21/02/2024,Rp 500.000.000,60 m²,50 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2017
Pondok Ungu Permai,Bekasi Utara,-6.1800099,107.0054386,21/02/2024,Rp 475.000.000,60 m²,50 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jatibening Estate,Pondokgede,-6.2665649,106.9507778,29/02/2024,Rp 1.500.000.000,136 m²,104 m²,1,3,2,1,N/A,SHM,2200 Watt,Semi Furnished,N/A
Taman Harapan Baru,Medan Satria,-6.1730925,106.9931081,21/02/2024,Rp 500.000.000,60 m²,50 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2017
Permata Harapan Baru,Medan Satria,-6.1831287,106.9911939,21/02/2024,Rp 815.000.000,90 m²,90 m²,1,3,2,1,N/A,SHM,1300 Watt,Unfurnished,2020
Taman Harapan Baru,Medan Satria,-6.1730925,106.9931081,21/02/2024,Rp 950.000.000,100 m²,72 m²,1,3,2,1,N/A,SHM,1300 Watt,Unfurnished,2023
harapan indah,Bekasi Utara,-6.1817524,106.9736839,21/02/2024,Rp 695.000.000,65 m²,50 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Taman Harapan Baru,Medan Satria,-6.1730925,106.9931081,21/02/2024,Rp 500.000.000,66 m²,50 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2020
Taman Harapan Baru,Medan Satria,-6.1730925,106.9931081,21/02/2024,Rp 500.000.000,66 m²,50 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2020
Bekasi Utara,Bekasi,-6.211765499999999,107.0038512,21/02/2024,Rp 650.000.000,149 m²,90 m²,1,3,2,1,N/A,SHM,1300 Watt,Unfurnished,2018
harapan indah,Medan Satria,-6.1817524,106.9736839,21/02/2024,Rp 650.000.000,64 m²,50 m²,1,2,1,N/A,N/A,SHM,1300 Watt,Unfurnished,2023
Pondok Ungu Permai,Bekasi Utara,-6.1800099,107.0054386,21/02/2024,Rp 475.000.000,60 m²,50 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
Jatiasih,Bekasi,-6.3102117,106.9532337,21/02/2024,Rp 895.000.000,120 m²,65 m²,1,3,2,2,N/A,SHM,1300 Watt,Unfurnished,2022
Jababeka,Pondokgede,-6.2697026,106.9308294,29/02/2024,Rp 850,105 m²,105 m²,2,3,2,1,1,SHM,1300 Watt,Unfurnished,N/A
Jatiasih,Bekasi,-6.3102117,106.9532337,29/02/2024,Rp 1.400.000.000,90 m²,118 m²,2,3,3,2,N/A,SHM,2200 Watt,Unfurnished,2023
Bekasi Timur,Bekasi,-6.2491162,107.013564,21/02/2024,Rp 775.000.001,100 m²,80 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
Bekasi Timur,Bekasi,-6.2491162,107.013564,21/02/2024,Rp 610.000.001,78 m²,55 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
bintara,Bekasi Barat,-6.2257275,106.9565206,21/02/2024,Rp 1.600.000.000,120 m²,100 m²,2,6,2,N/A,1,SHM,2 Watt,Semi Furnished,N/A
Bekasi Timur,Bekasi,-6.2491162,107.013564,21/02/2024,Rp 575.000.001,70 m²,50 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
Bekasi Timur,Bekasi,-6.2491162,107.013564,21/02/2024,Rp 480.000.001,60 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
Bekasi Timur,Bekasi,-6.2491162,107.013564,21/02/2024,Rp 460.000.001,59 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
Bekasi Timur,Bekasi,-6.2491162,107.013564,21/02/2024,Rp 595.000.001,72 m²,55 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
Pejuang Jaya,Medan Satria,-6.182764,106.9859426,21/02/2024,Rp 525.000.000,60 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2020
Pondok Ungu Permai,Bekasi Utara,-6.1800099,107.0054386,21/02/2024,Rp 590.000.000,60 m²,50 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2020
Bekasi Timur,Bekasi,-6.2491162,107.013564,21/02/2024,Rp 335.000.001,60 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Villa Indah Permai,Bekasi Utara,-6.203927200000001,107.0249361,21/02/2024,Rp 390.000.000,90 m²,78 m²,1,2,1,N/A,N/A,SHM,900 Watt,Unfurnished,2013
Taman Harapan Baru,Medan Satria,-6.1730925,106.9931081,21/02/2024,Rp 630.000.000,66 m²,50 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2020
harapan indah,Medan Satria,-6.1817524,106.9736839,21/02/2024,Rp 1.150.000.000,160 m²,100 m²,1,3,2,N/A,N/A,SHM,3500 Watt,Unfurnished,2015
harapan indah,Medan Satria,-6.1817524,106.9736839,21/02/2024,Rp 1.150.000.000,160 m²,100 m²,1,3,2,N/A,N/A,SHM,3500 Watt,Unfurnished,2015
harapan indah,Babelan,-6.194859999999999,107.0183032,21/02/2024,Rp 395.000.000,60 m²,50 m²,N/A,2,1,1,N/A,SHM,1300 Watt,N/A,2022
Pejuang Jaya,Medan Satria,-6.182764,106.9859426,21/02/2024,Rp 695.000.000,60 m²,120 m²,2,3,2,1,N/A,SHM,1300 Watt,Unfurnished,2022
harapan indah,Medan Satria,-6.1817524,106.9736839,21/02/2024,Rp 575.000.000,60 m²,50 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2020
harapan indah,Babelan,-6.194859999999999,107.0183032,21/02/2024,Rp 425.000.000,60 m²,50 m²,1,2,1,1,N/A,SHM,1299 Watt,Unfurnished,2020
Vida Bumipala,Medan Satria,-6.3156704,107.001668,21/02/2024,Rp 550.000.002,52 m²,108 m²,2,2,2,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Vida Bumipala,Medan Satria,-6.3156704,107.001668,21/02/2024,Rp 535.000.002,60 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Graha Harapan Bumyagara,Medan Satria,-6.303947,107.0268962,21/02/2024,Rp 750.000.002,128 m²,95 m²,1,3,2,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Graha Harapan Bumyagara,Medan Satria,-6.303947,107.0268962,21/02/2024,Rp 700.000.002,96 m²,75 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Dukuh Zamrud,Medan Satria,-6.3121607,107.021111,21/02/2024,Rp 470.000.002,60 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Medan Satria,Bekasi,-6.1811836,106.9819576,08/05/2024,Rp 1.200.000.000,90 m²,90 m²,1,2,1,N/A,N/A,SHM,2200 Watt,N/A,N/A
Bekasi Utara,Bekasi,-6.211765499999999,107.0038512,07/05/2024,Rp 350.000.000,60 m²,45 m²,1,2,1,N/A,N/A,SHM,N/A,N/A,N/A
Harapan Indah,Medan Satria,-6.1817524,106.9736839,07/05/2024,Rp 895.000.000,81 m²,60 m²,1,3,1,1,N/A,SHM,1300 Watt,N/A,N/A
Harapan Indah,Tarumajaya,-6.1707367,106.9751943,07/05/2024,Rp 1.500.000.000,108 m²,90 m²,1,2,2,1,N/A,HGB,2200 Watt,N/A,N/A
Serang Baru,Bekasi,-6.3831897,107.1059937,21/02/2024,Rp 185.000.000,60 m²,27 m²,1,2,1,1,1,HGB,1300 Watt,Unfurnished,2023
Serang Baru,Bekasi,-6.3831897,107.1059937,21/02/2024,Rp 345.000.000,62 m²,30 m²,1,2,1,1,1,HGB,1300 Watt,Semi Furnished,2024
Kebalen,Bekasi Utara,-6.192581800000001,107.0332746,21/02/2024,Rp 375.000.000,66 m²,55 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2024
Harapan Indah,Tarumajaya,-6.1707367,106.9751943,07/05/2024,Rp 2.600.000.000,200 m²,147 m²,2,3,3,N/A,N/A,HGB,2200 Watt,N/A,N/A
Harapan Indah,Medan Satria,-6.1817524,106.9736839,07/05/2024,Rp 1.250.000.000,152 m²,200 m²,2,4,3,N/A,1,SHM,3500 Watt,N/A,N/A
Pejuang Jaya,Medan Satria,-6.182764,106.9859426,07/05/2024,Rp 600.000.000,96 m²,96 m²,1,4,2,N/A,1,SHM,1300 Watt,N/A,N/A
Pondok Ungu Permai,Bekasi Utara,-6.1800099,107.0054386,06/05/2024,Rp 499.000.000,105 m²,80 m²,1,2,1,N/A,1,SHM,1300 Watt,N/A,N/A
Harapan Indah 2,Tarumajaya,-6.1673,106.9944589,07/05/2024,Rp 3.500.000.000,262 m²,267 m²,2,4,3,1,1,SHM,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bekasi Selatan,Bekasi,-6.2598431,106.9726004,21/02/2024,Rp 950.000.001,72 m²,65 m²,1,3,2,1,N/A,SHM,1300 Watt,Unfurnished,2022
Vida Bumipala,Bekasi Utara,-6.3156704,107.001668,21/02/2024,Rp 2.000.000.000,98 m²,196 m²,2,3,3,1,N/A,SHM,4500 Watt,Unfurnished,N/A
Bekasi Selatan,Bekasi,-6.2598431,106.9726004,21/02/2024,Rp 750.000.001,128 m²,94 m²,1,3,2,1,N/A,SHM,1299 Watt,Unfurnished,2021
Alam Pesona Wanajaya,Serang Baru,-6.2391726,107.1010275,21/02/2024,Rp 335.000.002,60 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Bekasi Selatan,Bekasi,-6.2598431,106.9726004,21/02/2024,Rp 700.000.001,3 m²,1 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
Kedasih,Serang Baru,-6.3831897,107.1059937,21/02/2024,Rp 480.000.002,60 m²,60 m²,N/A,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Babelan,Bekasi,-6.1902358,107.0196193,29/02/2024,Rp 1.300.000.000,123 m²,246 m²,1,6,5,1,1,SHM,6100 Watt,Unfurnished,2016
Bekasi Selatan,Bekasi,-6.2598431,106.9726004,21/02/2024,Rp 580.000.001,85 m²,55 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
Dukuh Zamrud,Bekasi Utara,-6.3121607,107.021111,21/02/2024,Rp 610.000.002,78 m²,55 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Dukuh Zamrud,Bekasi Utara,-6.3121607,107.021111,21/02/2024,Rp 575.000.002,70 m²,50 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Dukuh Zamrud,Bekasi Utara,-6.3121607,107.021111,21/02/2024,Rp 775.000.002,100 m²,80 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Grand Residence City,Bekasi Utara,-6.3298482,107.0310717,21/02/2024,Rp 460.000.002,60 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
bekasi timur mustikajaya regensi btr,Bekasi Utara,-6.2960848,107.0215534,21/02/2024,Rp 595.000.002,72 m²,55 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Cikarang Utara,Bekasi,-6.2585934,107.1470724,29/02/2024,Rp 798.000.000,60 m²,49 m²,2,2,2,1,1,HGB,1300 Watt,Unfurnished,2023
Setu,Bekasi,-6.3490457,107.0324084,21/02/2024,Rp 363.300.000,36 m²,60 m²,1,2,1,1,1,HGB,2200 Watt,Unfurnished,2019
Bekasi Selatan,Bekasi,-6.2598431,106.9726004,21/02/2024,Rp 1.700.000.000,135 m²,160 m²,2,4,3,1,N/A,SHM,2200 Watt,Unfurnished,N/A
Medan Satria,Bekasi,-6.1811836,106.9819576,21/02/2024,Rp 1.050.000.000,112 m²,95 m²,1,3,2,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Medan Satria,Bekasi,-6.1811836,106.9819576,21/02/2024,Rp 1.050.000.000,112 m²,95 m²,1,3,2,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Tarumajaya,Bekasi,-6.116563999999999,106.993921,21/02/2024,Rp 2.300.000.000,174 m²,135 m²,1,5,2,1,N/A,SHM,3500 Watt,N/A,N/A
Medan Satria,Bekasi,-6.1811836,106.9819576,21/02/2024,Rp 3.200.000.000,180 m²,250 m²,3,4,4,N/A,N/A,SHM,7700 Watt,Unfurnished,N/A
New Wimbledon jababeka residence,Cikarang Timur,-6.2800894,107.1883129,29/02/2024,Rp 610.100.000,46 m²,36 m²,2,2,1,1,1,HGB,1300 Watt,Semi Furnished,2023
Jatiasih,Bekasi,-6.3102117,106.9532337,01/03/2024,Rp 1.000.000.000,77 m²,130 m²,2,3,3,2,N/A,SHM,2200 Watt,Unfurnished,2023
Bekasi Selatan,Bekasi,-6.2598431,106.9726004,01/03/2024,Rp 1.100.000.000,107 m²,150 m²,2,4,3,N/A,2,SHM,2200 Watt,N/A,N/A
harapan indah,Medan Satria,-6.1817524,106.9736839,21/02/2024,Rp 650.000.000,93 m²,80 m²,1,2,2,1,N/A,SHM,1300 Watt,Unfurnished,2020
harapan indah,Medan Satria,-6.1817524,106.9736839,21/02/2024,Rp 675.000.000,113 m²,140 m²,2,4,2,N/A,N/A,SHM,2022 Watt,Unfurnished,2018
harapan indah,Medan Satria,-6.1817524,106.9736839,21/02/2024,Rp 800.000.000,120 m²,100 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2015
harapan indah,Medan Satria,-6.1817524,106.9736839,21/02/2024,Rp 750.000.000,77 m²,60 m²,1,2,2,1,N/A,SHM,1300 Watt,Unfurnished,2022
Harapan Indah,Medan Satria,-6.1817524,106.9736839,21/02/2024,Rp 750.000.000,77 m²,60 m²,1,N/A,N/A,1,N/A,SHM,1300 Watt,Unfurnished,N/A
harapan indah,Medan Satria,-6.1817524,106.9736839,21/02/2024,Rp 650.000.000,93 m²,80 m²,1,2,2,1,N/A,SHM,2200 Watt,Unfurnished,2020
harapan indah,Medan Satria,-6.1817524,106.9736839,21/02/2024,Rp 675.000.000,113 m²,140 m²,2,4,2,1,N/A,SHM,2200 Watt,Unfurnished,2017
harapan indah,Medan Satria,-6.1817524,106.9736839,21/02/2024,Rp 800.000.000,120 m²,100 m²,1,2,1,N/A,N/A,SHM,1300 Watt,Unfurnished,2017
harapan indah,Medan Satria,-6.1817524,106.9736839,21/02/2024,Rp 675.000.000,113 m²,140 m²,2,4,2,1,N/A,SHM,2200 Watt,Unfurnished,2017
Harapan Indah,Medan Satria,-6.1817524,106.9736839,21/02/2024,Rp 650.000.000,95 m²,80 m²,N/A,2,2,1,N/A,SHM,1300 Watt,Unfurnished,2020
harapan indah,Medan Satria,-6.1817524,106.9736839,21/02/2024,Rp 750.000.000,77 m²,60 m²,1,2,2,1,N/A,SHM,1300 Watt,Unfurnished,2020
harapan indah,Medan Satria,-6.1817524,106.9736839,21/02/2024,Rp 650.000.000,93 m²,80 m²,1,2,2,1,N/A,SHM,1300 Watt,Unfurnished,2020
harapan indah,Medan Satria,-6.1817524,106.9736839,21/02/2024,Rp 750.000.000,77 m²,60 m²,1,2,2,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Harapan Indah,Medan Satria,-6.1817524,106.9736839,21/02/2024,Rp 675.000.000,113 m²,140 m²,2,4,2,N/A,N/A,SHM,2200 Watt,Unfurnished,2020
Tambun Selatan,Bekasi,-6.260510399999999,107.0557842,21/02/2024,Rp 420.000.000,72 m²,21 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Jatisampurna,Bekasi,-6.375641799999999,106.9164975,29/02/2024,Rp 3.700.000.000,180 m²,171 m²,N/A,5,3,1,N/A,SHM,2200 Watt,Full Furnished,N/A
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,21/02/2024,Rp 750.000.000,68 m²,55 m²,2,2,1,1,N/A,SHM,1300 Watt,Semi Furnished,2015
Bekasi Selatan,Bekasi,-6.2598431,106.9726004,21/02/2024,Rp 595.000.001,72 m²,55 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
Dukuh Zamrud,Medan Satria,-6.3121607,107.021111,21/02/2024,Rp 470.000.002,60 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
bekasi timur mustikajaya regensi btr,Medan Satria,-6.2960848,107.0215534,21/02/2024,Rp 580.000.002,85 m²,55 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Pondokgede,Bekasi,-6.2697026,106.9308294,29/02/2024,Rp 1.750.000.000,98 m²,129 m²,2,3,3,1,N/A,SHM,2200 Watt,Unfurnished,2023
Bekasi Selatan,Bekasi,-6.2598431,106.9726004,21/02/2024,Rp 550.000.001,52 m²,108 m²,2,2,2,1,N/A,SHM,1300 Watt,Unfurnished,2022
Bekasi Selatan,Bekasi,-6.2598431,106.9726004,21/02/2024,Rp 535.000.001,60 m²,43 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
jatibening,Jatiasih,-6.261676899999999,106.9506175,21/02/2024,Rp 1.399.999.999,141 m²,100 m²,2,2,2,1,N/A,SHM,N/A,Unfurnished,N/A
Bekasi Selatan,Bekasi,-6.2598431,106.9726004,21/02/2024,Rp 575.000.001,70 m²,50 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
harapan indah,Bekasi Barat,-6.231262399999999,106.9598493,21/02/2024,Rp 1.050.000.000,78 m²,130 m²,1,3,2,1,N/A,SHM,1300 Watt,Unfurnished,2023
Cibubur,Setu,-6.356087199999999,106.879792,29/02/2024,Rp 575.000.000,78 m²,31 m²,N/A,2,1,1,1,SHM,1300 Watt,Unfurnished,N/A
Jatiasih,Bekasi,-6.3102117,106.9532337,29/02/2024,Rp 750.000.000,90 m²,90 m²,N/A,2,1,N/A,1,SHM,2200 Watt,Full Furnished,N/A
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,21/02/2024,Rp 1.600.000.000,100 m²,160 m²,2,4,3,1,1,SHM,2200 Watt,Unfurnished,N/A
Griya Bintara Indah,Bekasi Barat,-6.2254472,106.9588537,21/02/2024,Rp 1.650.000.000,144 m²,122 m²,2,5,2,1,1,SHM,2200 Watt,Unfurnished,N/A
Pondokgede,Bekasi,-6.2697026,106.9308294,21/02/2024,Rp 2.050.000.000,225 m²,230 m²,2,5,4,2,N/A,SHM,2200 Watt,Unfurnished,2020
Brawijaya Residence,Jatiasih,-6.323395,106.9565254,01/03/2024,Rp 699.000.000,82 m²,45 m²,1,2,1,1,1,SHM,3500 Watt,Semi Furnished,2012
Vida Bumipala,Bekasi Timur,-6.3156704,107.001668,29/02/2024,Rp 550.000.099,52 m²,108 m²,2,2,2,1,N/A,SHM,1300 Watt,Unfurnished,2023
Vida Bumipala,Bekasi Timur,-6.3156704,107.001668,29/02/2024,Rp 700.000.099,60 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
kota harapan indah bekasi,Tarumajaya,-6.1622343,106.9923116,21/02/2024,Rp 1.300.000.000,126 m²,115 m²,2,3,2,1,N/A,SHM,2200 Watt,Unfurnished,N/A
Graha Harapan Bumyagara,Bekasi Timur,-6.303947,107.0268962,29/02/2024,Rp 700.000.009,96 m²,75 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Bekasi Selatan,Bekasi,-6.2598431,106.9726004,21/02/2024,Rp 470.000.001,60 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
Bekasi Timur,Bekasi,-6.2491162,107.013564,29/02/2024,Rp 750.000.009,128 m²,90 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
Bekasi Timur Regency,Bekasi Timur,-6.2491162,107.013564,29/02/2024,Rp 580.000.009,85 m²,55 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Bekasi Utara,Bekasi,-6.211765499999999,107.0038512,21/02/2024,Rp 950.000.001,72 m²,67 m²,2,3,2,1,N/A,SHM,1300 Watt,Unfurnished,2022
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,21/02/2024,Rp 550.000.001,50 m²,108 m²,2,2,2,1,N/A,SHM,1300 Watt,Unfurnished,2022
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,21/02/2024,Rp 535.000.001,60 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,21/02/2024,Rp 750.000.001,128 m²,95 m²,1,3,2,1,N/A,SHM,1300 Watt,Unfurnished,2022
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,21/02/2024,Rp 700.000.001,96 m²,75 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,21/02/2024,Rp 580.000.001,85 m²,55 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
Jatiasih,Bekasi,-6.3102117,106.9532337,21/02/2024,Rp 700.000.000,84 m²,75 m²,N/A,2,1,N/A,N/A,SHM,N/A,N/A,N/A
Bekasi Selatan,Bekasi,-6.2598431,106.9726004,01/03/2024,Rp 1.700.000.000,135 m²,135 m²,1,9,2,N/A,N/A,SHM,4400 Watt,Unfurnished,2021
Jatisampurna,Bekasi,-6.375641799999999,106.9164975,21/02/2024,Rp 1.300.000.000,100 m²,80 m²,N/A,4,2,1,N/A,SHM,2200 Watt,Unfurnished,2023
Rawalumbu,Bekasi,-6.277895399999999,106.9918311,21/02/2024,Rp 300.000.000,104 m²,90 m²,1,3,2,1,N/A,SHM,N/A,Unfurnished,N/A
Jatiasih,Bekasi,-6.3102117,106.9532337,21/02/2024,Rp 773.500.000,63 m²,97 m²,2,3,2,N/A,N/A,SHM,N/A,Unfurnished,N/A
Bekasi Selatan,Bekasi,-6.2598431,106.9726004,01/03/2024,Rp 700.000.000,80 m²,160 m²,1,3,1,N/A,1,SHM,2200 Watt,Unfurnished,N/A
Setu,Bekasi,-6.3490457,107.0324084,21/02/2024,Rp 363.300.000,60 m²,36 m²,1,2,1,1,1,HGB,1300 Watt,Unfurnished,2019
Bekasi Selatan,Bekasi,-6.2598431,106.9726004,21/02/2024,Rp 800.000.000,66 m²,72 m²,N/A,2,2,2,N/A,SHM,1300 Watt,Unfurnished,N/A
Rawalumbu,Bekasi,-6.277895399999999,106.9918311,01/03/2024,Rp 950.000.003,72 m²,67 m²,2,3,2,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Rawalumbu,Bekasi,-6.277895399999999,106.9918311,01/03/2024,Rp 950.000.003,72 m²,67 m²,2,3,2,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Cikarang Pusat,Bekasi,-6.3669752,107.1478351,01/03/2024,Rp 550.000.003,52 m²,108 m²,2,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Rawalumbu,Bekasi,-6.277895399999999,106.9918311,01/03/2024,Rp 535.000.003,60 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Cikarang Pusat,Bekasi,-6.3669752,107.1478351,01/03/2024,Rp 750.000.003,128 m²,95 m²,1,3,2,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Rawalumbu,Bekasi,-6.277895399999999,106.9918311,01/03/2024,Rp 700.000.003,96 m²,74 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Cikarang Pusat,Bekasi,-6.3669752,107.1478351,01/03/2024,Rp 470.000.003,60 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Rawalumbu,Bekasi,-6.277895399999999,106.9918311,01/03/2024,Rp 580.000.003,85 m²,55 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Vida Bekasi,Bekasi Utara,-6.3236174,106.9861136,21/02/2024,Rp 2.000.000.000,98 m²,196 m²,2,3,3,1,N/A,SHM,4500 Watt,Unfurnished,N/A
Alam Pesona Wanajaya,Serang Baru,-6.2391726,107.1010275,21/02/2024,Rp 335.000.002,60 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Kedasih,Serang Baru,-6.3831897,107.1059937,21/02/2024,Rp 480.000.002,60 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Dukuh Zamrud,Bekasi Utara,-6.3121607,107.021111,21/02/2024,Rp 610.000.002,78 m²,55 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Dukuh Zamrud,Bekasi Utara,-6.3121607,107.021111,21/02/2024,Rp 575.000.002,70 m²,50 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Dukuh Zamrud,Bekasi Utara,-6.3121607,107.021111,21/02/2024,Rp 775.000.002,100 m²,80 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Grand Residence City,Bekasi Utara,-6.3298482,107.0310717,21/02/2024,Rp 460.000.002,60 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
bekasi timur mustikajaya regensi btr,Bekasi Utara,-6.2960848,107.0215534,21/02/2024,Rp 695.000.002,90 m²,75 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2021
bekasi timur mustikajaya regensi btr,Bekasi Utara,-6.2960848,107.0215534,21/02/2024,Rp 595.000.002,72 m²,55 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,21/02/2024,Rp 1.433.000.000,62 m²,102 m²,2,3,2,1,N/A,SHM,2200 Watt,Unfurnished,2023
Bojong Mas Indah,Tarumajaya,-6.1151468,107.0022606,01/03/2024,Rp 600.000.000,60 m²,59 m²,N/A,2,1,N/A,N/A,SHM,1200 Watt,Unfurnished,2009
Pondokgede,Bekasi,-6.2697026,106.9308294,21/02/2024,Rp 1.450.000.000,150 m²,210 m²,2,4,2,1,1,SHM,2200 Watt,Unfurnished,1998
Cikarang Barat,Bekasi,-6.3206029,107.088237,21/05/2024,Rp 715.000.000,72 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Alam Pesona Wanajaya,Cibitung,-6.241913,107.1029985,29/02/2024,Rp 335.000.009,60 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
