district,city,latitude,longitude,updated_time,price,land_area_sqm,building_area_sqm,jumlah lantai,kamar tidur,kamar mandi,carpots,garasi,sertifikat,daya listrik,interior,tahun dibangun
Vida Bumipala,Bekasi Selatan,-6.3156704,107.001668,12/05/2024,Rp 2.000.000.003,98 m²,196 m²,2,4,3,1,N/A,SHM,4500 Watt,Unfurnished,2023
lippo cikarang,Serang Baru,-6.3822684,107.1183215,12/05/2024,Rp 488.000.000,72 m²,40 m²,1,2,1,1,N/A,SHM,N/A,Unfurnished,N/A
Mustikajaya,Bekasi,-6.296142800000001,107.0214912,12/05/2024,Rp 800.000.008,96 m²,75 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2021
Vida Bumipala,Bekasi Selatan,-6.3156704,107.001668,12/05/2024,Rp 550.000.003,52 m²,108 m²,2,2,2,2,N/A,SHM,1300 Watt,Unfurnished,2020
Mustikajaya,Bekasi,-6.296142800000001,107.0214912,12/05/2024,Rp 580.000.008,85 m²,55 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
Vida Bumipala,Bekasi Selatan,-6.3156704,107.001668,12/05/2024,Rp 535.000.003,60 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2020
Mustikajaya,Bekasi,-6.296142800000001,107.0214912,12/05/2024,Rp 775.000.008,100 m²,85 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Bekasi Timur Regency,Bekasi Selatan,-6.2598431,106.9726004,12/05/2024,Rp 580.000.003,85 m²,55 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
Bekasi Timur Regency,Bekasi Selatan,-6.2598431,106.9726004,12/05/2024,Rp 470.000.003,60 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Kedasih,Cikarang Pusat,-6.3162933,107.1685261,12/05/2024,Rp 480.000.003,60 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
Setu,Bekasi,-6.3490457,107.0324084,12/05/2024,Rp 460.000.008,60 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Alam Pesona Wanajaya,Bekasi Selatan,-6.2391726,107.1010275,12/05/2024,Rp 355.000.003,60 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Dukuh Zamrud,Bekasi Selatan,-6.3121607,107.021111,12/05/2024,Rp 775.000.003,100 m²,80 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Mustikajaya,Bekasi,-6.296142800000001,107.0214912,12/05/2024,Rp 575.000.008,70 m²,50 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Dukuh Zamrud,Bekasi Selatan,-6.3121607,107.021111,12/05/2024,Rp 575.000.003,70 m²,50 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Mustikajaya,Bekasi,-6.296142800000001,107.0214912,12/05/2024,Rp 475.000.008,60 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Bekasi Timur Regency,Bekasi Selatan,-6.2598431,106.9726004,12/05/2024,Rp 460.000.003,60 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Mustikajaya,Bekasi,-6.296142800000001,107.0214912,12/05/2024,Rp 575.000.008,72 m²,55 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Bekasi Timur Regency,Bekasi Selatan,-6.2598431,106.9726004,12/05/2024,Rp 475.000.003,60 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Bekasi Timur Regency,Bekasi Selatan,-6.2598431,106.9726004,12/05/2024,Rp 575.000.003,72 m²,55 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,12/05/2024,Rp 1.250.000.000,127 m²,60 m²,1,2,1,1,N/A,SHM,2200 Watt,Unfurnished,N/A
Bekasi Timur,Bekasi,-6.2491162,107.013564,12/05/2024,Rp 350.000.000,24 m²,24 m²,N/A,1,1,1,1,PPJB,2200 Watt,Semi Furnished,N/A
Mustikajaya,Bekasi,-6.296142800000001,107.0214912,11/05/2024,Rp 520.000.000,100 m²,56 m²,1,3,1,1,N/A,SHM,2200 Watt,Semi Furnished,N/A
Jatiwarna,Pondokgede,-6.3033511,106.9270066,11/05/2024,Rp 750.000.000,75 m²,79 m²,2,3,3,1,N/A,SHM,2199 Watt,Unfurnished,2024
Cikarang Selatan,Bekasi,-6.3258953,107.1256231,05/05/2024,Rp 322.000.000,34 m²,25 m²,N/A,1,1,N/A,N/A,SHM,N/A,Unfurnished,N/A
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,05/05/2024,Rp 1.200.000.000,187 m²,170 m²,N/A,3,2,1,1,SHM,N/A,Unfurnished,1981
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,05/05/2024,Rp 2.000.000.000,310 m²,500 m²,2,5,4,2,2,SHM,2200 Watt,Unfurnished,2000
Pondokgede,Bekasi,-6.2697026,106.9308294,05/05/2024,Rp 1.600.000.000,160 m²,208 m²,2,5,3,1,1,SHM,2200 Watt,Unfurnished,2023
Kemang Pratama,Rawalumbu,-6.2696044,106.9868132,05/05/2024,Rp 2.100.000.000,216 m²,300 m²,N/A,3,3,N/A,N/A,SHM,4400 Watt,N/A,N/A
Cikarang Timur,Bekasi,-6.268454999999999,107.2064468,04/05/2024,Rp 689.000.000,60 m²,102 m²,N/A,3,1,1,N/A,SHM,2199 Watt,N/A,2022
Jatiasih,Bekasi,-6.3102117,106.9532337,04/05/2024,Rp 1.265.000.000,91 m²,110 m²,2,3,3,2,N/A,SHM,2200 Watt,Unfurnished,2024
Bekasi Selatan,Bekasi,-6.2598431,106.9726004,04/05/2024,Rp 1.300.000.000,80 m²,120 m²,2,3,3,1,N/A,SHM,2200 Watt,Unfurnished,2024
Cikarang Timur,Bekasi,-6.268454999999999,107.2064468,04/05/2024,Rp 689.000.000,60 m²,102 m²,N/A,3,2,1,N/A,SHM,2199 Watt,N/A,2021
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,28/04/2024,Rp 1.530.000.000,62 m²,102 m²,3,4,4,N/A,1,SHM,N/A,Unfurnished,2024
Jatiasih,Bekasi,-6.3102117,106.9532337,28/04/2024,Rp 1.800.000.000,72 m²,50 m²,2,2,1,N/A,1,SHM,N/A,Unfurnished,2024
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bekasi Selatan,Bekasi,-6.2598431,106.9726004,28/04/2024,Rp 500.000.000,58 m²,42 m²,2,2,1,N/A,2,SHM,N/A,Unfurnished,2024
Mustikajaya,Bekasi,-6.296142800000001,107.0214912,28/04/2024,Rp 496.000.000,60 m²,40 m²,2,2,1,N/A,1,SHM,N/A,Unfurnished,2024
Mustikajaya,Bekasi,-6.296142800000001,107.0214912,28/04/2024,Rp 420.000.000,65 m²,40 m²,2,2,1,N/A,1,SHM,N/A,Unfurnished,2024
Villa Indah Permai,Bekasi Utara,-6.203927200000001,107.0249361,28/04/2024,Rp 750.000.000,90 m²,150 m²,1,3,2,N/A,N/A,SHM,1300 Watt,Unfurnished,2019
Pondok Ungu Permai,Bekasi Utara,-6.1800099,107.0054386,28/04/2024,Rp 575.000.000,60 m²,75 m²,2,3,2,1,N/A,SHM,1300 Watt,Unfurnished,2024
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,28/04/2024,Rp 875.000.000,62 m²,85 m²,2,3,2,1,N/A,SHM,N/A,Unfurnished,2024
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,28/04/2024,Rp 825.000.000,82 m²,64 m²,1,3,2,N/A,1,SHM,N/A,Unfurnished,2024
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,28/04/2024,Rp 600.000.000,40 m²,80 m²,2,3,2,1,N/A,SHM,N/A,Unfurnished,2024
grand wisata,Mustikajaya,-6.296142800000001,107.0214912,28/04/2024,Rp 389.000.000,60 m²,45 m²,1,2,1,N/A,1,SHM,1300 Watt,Semi Furnished,2018
Babelan,Bekasi,-6.1902358,107.0196193,28/04/2024,Rp 238.000.000,60 m²,50 m²,1,2,1,1,1,SHM,1300 Watt,Unfurnished,2010
Pondokgede,Bekasi,-6.2697026,106.9308294,28/04/2024,Rp 873.000.000,65 m²,79 m²,2,3,2,N/A,1,SHM,N/A,Unfurnished,2024
Wahana Babelan,Babelan,-6.1586484,107.025342,28/04/2024,Rp 158.000.000,60 m²,45 m²,N/A,2,1,1,1,SHM,1300 Watt,Unfurnished,2000
Bekasi Selatan,Bekasi,-6.2598431,106.9726004,28/04/2024,Rp 988.000.000,65 m²,84 m²,2,3,2,1,N/A,SHM,N/A,Unfurnished,2024
Sriamur,Bekasi Utara,-6.176698200000001,107.0509906,28/04/2024,Rp 85.000.000,29 m²,66 m²,1,2,1,1,1,SHM,1300 Watt,N/A,2016
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,28/04/2024,Rp 575.000.007,71 m²,53 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
Bekasi,Jawa Barat,-6.366722999999999,107.1735638,28/04/2024,Rp 950.000.000,96 m²,90 m²,1,2,2,1,N/A,SHM,1300 Watt,Full Furnished,2013
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,28/04/2024,Rp 550.000.007,52 m²,106 m²,2,2,2,1,N/A,SHM,1300 Watt,Unfurnished,2022
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,28/04/2024,Rp 535.000.007,60 m²,45 m²,1,2,1,1,N/A,SHM,1298 Watt,Unfurnished,2023
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,28/04/2024,Rp 800.000.007,100 m²,85 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Taman Harapan Baru,Medan Satria,-6.1730925,106.9931081,28/04/2024,Rp 900.000.000,60 m²,81 m²,1,2,2,1,N/A,SHM,2200 Watt,Unfurnished,2020
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,28/04/2024,Rp 580.000.007,85 m²,55 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Pejuang Jaya,Medan Satria,-6.182764,106.9859426,28/04/2024,Rp 585.000.000,60 m²,47 m²,1,2,1,N/A,1,SHM,1300 Watt,Unfurnished,2023
Puri Harapan,Tarumajaya,-6.1701124,107.0010583,28/04/2024,Rp 815.000.000,150 m²,120 m²,1,3,2,1,N/A,SHM,1300 Watt,Unfurnished,2020
Pondok Ungu Permai,Bekasi Utara,-6.1800099,107.0054386,28/04/2024,Rp 530.000.000,60 m²,75 m²,2,3,2,1,N/A,SHM,1300 Watt,Unfurnished,2024
Graha Harapan Mustika Jaya,Bekasi Barat,-6.3006611,107.0262401,28/04/2024,Rp 800.000.005,96 m²,75 m²,2,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2020
Vida Bumipala,Bekasi Barat,-6.3156704,107.001668,28/04/2024,Rp 2.000.000.005,98 m²,196 m²,2,4,3,2,N/A,SHM,4500 Watt,Unfurnished,2023
Babelan,Bekasi,-6.1902358,107.0196193,28/04/2024,Rp 530.000.000,60 m²,50 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2024
Vida Bumipala,Bekasi Barat,-6.3156704,107.001668,28/04/2024,Rp 550.000.005,52 m²,108 m²,2,2,2,1,N/A,SHM,1300 Watt,Unfurnished,2020
The SpringLake,Bekasi Utara,-6.2222927,106.9986203,28/04/2024,Rp 410.000.000,42 m²,42 m²,N/A,2,1,1,1,SHM,2200 Watt,Unfurnished,2021
Mutiara Gading City,Babelan,-6.1528147,107.0083956,28/04/2024,Rp 460.000.000,60 m²,50 m²,1,2,1,N/A,N/A,HGB,1300 Watt,Unfurnished,1920
Villa Indah Permai,Bekasi Utara,-6.203927200000001,107.0249361,28/04/2024,Rp 750.000.000,90 m²,150 m²,2,2,2,1,N/A,SHM,1300 Watt,Unfurnished,2020
Cikarang Utara,Bekasi,-6.2585934,107.1470724,28/04/2024,Rp 179.000.000,60 m²,27 m²,1,2,1,1,N/A,HGB,1300 Watt,Unfurnished,2023
Pondok Ungu Permai,Bekasi Utara,-6.1800099,107.0054386,28/04/2024,Rp 575.000.000,60 m²,75 m²,2,3,2,1,N/A,SHM,1300 Watt,Semi Furnished,2024
Vida Bumipala,Bekasi Barat,-6.3156704,107.001668,28/04/2024,Rp 535.000.005,60 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2020
Bekasi Timur Regency,Bekasi Barat,-6.2248942,106.9788898,28/04/2024,Rp 580.000.005,85 m²,55 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
Pondokgede,Bekasi,-6.2697026,106.9308294,28/04/2024,Rp 880.000.000,77 m²,77 m²,2,3,2,1,N/A,SHM,2200 Watt,Semi Furnished,2023
Kedasih,Cibitung,-6.3000729,107.1622246,28/04/2024,Rp 480.000.005,60 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
Alam Pesona Wanajaya,Bekasi Barat,-6.2391726,107.1010275,28/04/2024,Rp 355.000.005,60 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Pondokgede,Bekasi,-6.2697026,106.9308294,28/04/2024,Rp 1.600.000.000,160 m²,208 m²,2,5,3,1,1,SHM,2200 Watt,Unfurnished,2023
Dukuh Zamrud,Bekasi Barat,-6.3121607,107.021111,28/04/2024,Rp 775.000.005,100 m²,80 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Dukuh Zamrud,Bekasi Barat,-6.3121607,107.021111,28/04/2024,Rp 575.000.005,70 m²,50 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Grand Residence City,Bekasi Barat,-6.3298482,107.0310717,28/04/2024,Rp 460.000.005,60 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Bekasi Timur Regency,Bekasi Barat,-6.2248942,106.9788898,28/04/2024,Rp 475.000.005,60 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Bekasi Timur Regency,Bekasi Barat,-6.2248942,106.9788898,28/04/2024,Rp 575.000.005,72 m²,55 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Bekasi Utara,Bekasi,-6.211765499999999,107.0038512,28/04/2024,Rp 1.300.000.000,108 m²,110 m²,1,3,2,1,N/A,SHM,2200 Watt,Semi Furnished,N/A
golden city,Bekasi Utara,-6.20792,107.020438,28/04/2024,Rp 550.000.000,60 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Rawalumbu,Bekasi,-6.277895399999999,106.9918311,28/04/2024,Rp 499.500.000,90 m²,70 m²,1,3,2,1,N/A,SHM,1300 Watt,Unfurnished,2024
Jatiasih Garden,Jatiasih,-6.3009292,106.9557272,28/04/2024,Rp 775.000.000,80 m²,69 m²,2,2,2,1,N/A,SHM,2199 Watt,Unfurnished,2024
Jakasampurna,Bekasi Barat,-6.2457664,106.9683273,28/04/2024,Rp 1.200.000.000,80 m²,120 m²,2,3,3,2,N/A,SHM,2199 Watt,Unfurnished,2024
Rawalumbu,Bekasi,-6.277895399999999,106.9918311,28/04/2024,Rp 630.000.000,73 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2024
grand wisata,Mustikajaya,-6.296142800000001,107.0214912,28/04/2024,Rp 799.000.000,69 m²,99 m²,2,4,2,2,N/A,SHM,2199 Watt,Unfurnished,2023
summarecon,Bekasi Utara,-6.2277207,107.0016494,28/04/2024,Rp 565.000.000,60 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2024
Bekasi Utara,Bekasi,-6.211765499999999,107.0038512,28/04/2024,Rp 985.000.000,135 m²,135 m²,1,3,2,2,N/A,SHM,2199 Watt,Unfurnished,2024
Rawalumbu,Bekasi,-6.277895399999999,106.9918311,28/04/2024,Rp 860.000.000,84 m²,100 m²,2,3,3,1,N/A,SHM,2200 Watt,Unfurnished,2024
summarecon,Bekasi Utara,-6.2277207,107.0016494,28/04/2024,Rp 1.300.000.000,90 m²,130 m²,2,3,3,2,N/A,SHM,2200 Watt,Unfurnished,2024
taman galaxy,Bekasi Selatan,-6.2598431,106.9726004,28/04/2024,Rp 1.300.000.000,80 m²,120 m²,2,3,3,1,N/A,SHM,2200 Watt,Unfurnished,2023
Bekasi Timur,Bekasi,-6.2491162,107.013564,28/04/2024,Rp 460.000.005,60 m²,45 m²,N/A,2,2,2,N/A,SHM,1300 Watt,Unfurnished,2023
Bekasi Timur,Bekasi,-6.2491162,107.013564,28/04/2024,Rp 775.000.005,100 m²,80 m²,N/A,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Bekasi Timur,Bekasi,-6.2491162,107.013564,28/04/2024,Rp 575.000.005,70 m²,50 m²,N/A,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Bekasi Timur,Bekasi,-6.2491162,107.013564,28/04/2024,Rp 355.000.005,60 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Bekasi Utara,Bekasi,-6.211765499999999,107.0038512,28/04/2024,Rp 475.000.005,60 m²,60 m²,N/A,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Bekasi Timur,Bekasi,-6.2491162,107.013564,28/04/2024,Rp 575.000.005,72 m²,55 m²,N/A,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,28/04/2024,Rp 480.000.007,60 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,28/04/2024,Rp 355.000.007,60 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2024
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,28/04/2024,Rp 575.000.007,100 m²,85 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,28/04/2024,Rp 575.000.007,70 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Graha Harapan Mustika Jaya,Mustikajaya,-6.3006611,107.0262401,28/04/2024,Rp 800.000.008,96 m²,74 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2021
Bekasi Timur Regency,Bekasi Barat,-6.2248942,106.9788898,28/04/2024,Rp 475.000.007,60 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Bekasi Timur Regency,Bekasi Barat,-6.2248942,106.9788898,28/04/2024,Rp 575.000.007,72 m²,55 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2024
Cibitung,Bekasi,-6.251275400000001,107.0874774,28/04/2024,Rp 250.000.000,60 m²,60 m²,1,2,1,N/A,N/A,HGB,450 Watt,Unfurnished,1999
Vida Bekasi,Mustikajaya,-6.315856399999999,107.0023241,28/04/2024,Rp 2.000.000.008,98 m²,195 m²,2,4,3,2,N/A,SHM,4500 Watt,Semi Furnished,2022
Metland Tambun,Bekasi Barat,-6.2667,107.0719496,28/04/2024,Rp 515.000.000,105 m²,50 m²,1,2,1,N/A,1,SHM,N/A,Semi Furnished,N/A
Pondokgede,Bekasi,-6.2697026,106.9308294,28/04/2024,Rp 2.000.000.000,98 m²,196 m²,2,4,3,2,N/A,SHM,4500 Watt,Semi Furnished,N/A
Pondokgede,Bekasi,-6.2697026,106.9308294,28/04/2024,Rp 550.000.002,52 m²,108 m²,2,2,2,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Pondokgede,Bekasi,-6.2697026,106.9308294,28/04/2024,Rp 535.000.002,60 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Pondokgede,Bekasi,-6.2697026,106.9308294,28/04/2024,Rp 580.000.002,85 m²,55 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Cikarang Pusat,Bekasi,-6.3669752,107.1478351,28/04/2024,Rp 480.000.002,60 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Pondokgede,Bekasi,-6.2697026,106.9308294,28/04/2024,Rp 355.000.002,60 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Pondokgede,Bekasi,-6.2697026,106.9308294,28/04/2024,Rp 575.000.002,70 m²,50 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Pondokgede,Bekasi,-6.2697026,106.9308294,28/04/2024,Rp 775.000.002,100 m²,80 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Pondokgede,Bekasi,-6.2697026,106.9308294,28/04/2024,Rp 460.000.002,60 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Pondokgede,Bekasi,-6.2697026,106.9308294,28/04/2024,Rp 575.000.002,72 m²,55 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Pondokgede,Bekasi,-6.2697026,106.9308294,28/04/2024,Rp 475.000.002,60 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,N/A
Vida Bekasi,Mustikajaya,-6.315856399999999,107.0023241,28/04/2024,Rp 550.000.008,51 m²,108 m²,2,2,2,1,N/A,SHM,1300 Watt,Unfurnished,2020
Vida Bekasi,Mustikajaya,-6.315856399999999,107.0023241,28/04/2024,Rp 535.000.008,60 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2019
Pondokgede,Bekasi,-6.2697026,106.9308294,21/04/2024,Rp 873.000.000,79 m²,65 m²,2,3,2,1,N/A,SHM,N/A,Unfurnished,2024
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cikarang Barat,Bekasi,-6.3206029,107.088237,21/04/2024,Rp 181.000.000,60 m²,36 m²,1,2,1,1,1,SHM,1300 Watt,Unfurnished,2016
Setu,Bekasi,-6.3490457,107.0324084,21/04/2024,Rp 425.000.000,60 m²,36 m²,1,2,1,1,1,SHM,1300 Watt,Unfurnished,2016
Cikarang Selatan,Bekasi,-6.3258953,107.1256231,21/04/2024,Rp 80.000.000.000,15622 m²,11040 m²,N/A,N/A,N/A,N/A,N/A,HGB,197000 Watt,N/A,N/A
Cikarang Timur,Bekasi,-6.268454999999999,107.2064468,21/04/2024,Rp 45.000.000.000,16000 m²,2500 m²,N/A,N/A,N/A,10,10,SHM,N/A,N/A,N/A
Serang Baru,Bekasi,-6.3831897,107.1059937,21/04/2024,Rp 700.000.000,90 m²,90 m²,2,5,2,1,1,SHM,900 Watt,Full Furnished,N/A
Tarumajaya,Bekasi,-6.116563999999999,106.993921,21/04/2024,Rp 795.000.000,65 m²,36 m²,1,2,1,1,1,HGB,1300 Watt,Semi Furnished,2019
harapan indah,Medan Satria,-6.1817524,106.9736839,21/04/2024,Rp 700.000.000,81 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2020
Permata Harapan Baru,Medan Satria,-6.1831287,106.9911939,21/04/2024,Rp 780.000.000,100 m²,80 m²,1,2,1,1,N/A,SHM,2200 Watt,Unfurnished,2020
Alamanda Regency,Tambun Utara,-6.2264761,107.048178,21/04/2024,Rp 475.000.000,60 m²,120 m²,2,3,2,1,N/A,SHM,1300 Watt,Unfurnished,2018
Summarecon Bekasi,Bekasi Utara,-6.2277207,107.0016494,21/04/2024,Rp 4.900.000.000,180 m²,160 m²,2,4,4,1,N/A,SHM,5500 Watt,Unfurnished,2020
harapan indah,Tarumajaya,-6.1707367,106.9751943,21/04/2024,Rp 1.300.000.000,112 m²,100 m²,2,3,2,2,N/A,SHM,2200 Watt,Unfurnished,2020
Tambun Selatan,Bekasi,-6.260510399999999,107.0557842,21/04/2024,Rp 2.100.000.000,98 m²,85 m²,2,4,3,2,N/A,SHM,5500 Watt,Semi Furnished,N/A
Babelan,Bekasi,-6.1902358,107.0196193,21/04/2024,Rp 550.000.000,72 m²,65 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2020
harapan indah,Medan Satria,-6.1817524,106.9736839,21/04/2024,Rp 700.000.000,81 m²,45 m²,2,3,2,1,N/A,SHM,2200 Watt,Unfurnished,2020
Pondokgede,Bekasi,-6.2697026,106.9308294,21/04/2024,Rp 1.600.000.000,160 m²,208 m²,2,5,3,1,1,SHM,2200 Watt,Unfurnished,2023
Babelan,Bekasi,-6.1902358,107.0196193,21/04/2024,Rp 375.000.000,60 m²,120 m²,1,4,1,N/A,N/A,SHM,1300 Watt,Unfurnished,2017
Mustikajaya,Bekasi,-6.296142800000001,107.0214912,21/04/2024,Rp 650.000.000,98 m²,98 m²,1,3,2,1,1,SHM,2200 Watt,Unfurnished,2023
harapan indah,Medan Satria,-6.1817524,106.9736839,21/04/2024,Rp 900.000.000,104 m²,94 m²,1,3,1,1,N/A,SHM,2200 Watt,Unfurnished,2020
Pondokgede,Bekasi,-6.2697026,106.9308294,21/04/2024,Rp 880.000.000,77 m²,77 m²,N/A,3,2,1,N/A,SHM,2200 Watt,Semi Furnished,2023
Taman Harapan Baru,Medan Satria,-6.1730925,106.9931081,21/04/2024,Rp 695.000.000,66 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2018
Graha Harapan Mustika Jaya,Bekasi Barat,-6.3006611,107.0262401,21/04/2024,Rp 800.000.000,96 m²,75 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2020
Vida Bumipala,Bekasi Barat,-6.3156704,107.001668,21/04/2024,Rp 2.000.000.000,97 m²,196 m²,2,4,3,2,N/A,SHM,4500 Watt,Unfurnished,2022
Vida Bumipala,Bekasi Barat,-6.3156704,107.001668,21/04/2024,Rp 550.000.000,52 m²,108 m²,2,2,2,1,N/A,SHM,1300 Watt,Unfurnished,2020
Vida Bumipala,Bekasi Barat,-6.3156704,107.001668,21/04/2024,Rp 535.000.000,60 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2020
Dukuh Zamrud,Bekasi Barat,-6.3121607,107.021111,21/04/2024,Rp 470.000.000,60 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,21/04/2024,Rp 950.000.007,72 m²,67 m²,2,3,2,1,N/A,SHM,2200 Watt,Unfurnished,2023
Bekasi Timur Regency,Bekasi Barat,-6.2248942,106.9788898,21/04/2024,Rp 580.000.000,85 m²,55 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,21/04/2024,Rp 550.000.007,52 m²,106 m²,2,2,2,1,N/A,SHM,1299 Watt,Unfurnished,2022
Bekasi Barat,Bekasi,-6.231262399999999,106.9598493,21/04/2024,Rp 535.000.007,60 m²,45 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
Kedasih,Cibitung,-6.3000729,107.1622246,21/04/2024,Rp 480.000.000,60 m²,60 m²,1,2,1,1,N/A,SHM,1300 Watt,Unfurnished,2022
Dukuh Zamrud,Bekasi Barat,-6.3121607,107.021111,21/04/2024,Rp 775.000.000,100 m²,80 m²,1,3,1,1,N/A,SHM,1300 Watt,Unfurnished,2023
